prefix,resource,entry-number,organisation,reference,entity
developer-agreement,,,local-authority-eng:NFK,9/2/15/1957,4600061
developer-agreement,,,local-authority-eng:NFK,9/3/16/0454,4600062
developer-agreement,,,local-authority-eng:NFK,9/3/18/1556,4600063
developer-agreement,,,local-authority-eng:NFK,9/7/15/1076,4600064
developer-agreement,,,local-authority-eng:NFK,9/7/13/0567,4600065
developer-agreement,,,local-authority-eng:NFK,9/5/17/2148,4600066
developer-agreement,,,local-authority-eng:NFK,9/7/16/0233,4600067
developer-agreement,,,local-authority-eng:NFK,9/1/17/1524,4600068
developer-agreement,,,local-authority-eng:NFK,9/7/15/2326,4600069
developer-agreement,,,local-authority-eng:NFK,3PL/2019/0500/O,4600070
developer-agreement,,,local-authority-eng:NFK,3PL/2015/1045/O,4600071
developer-agreement,,,local-authority-eng:NFK,3PL/2019/1556/F,4600072
developer-agreement,,,local-authority-eng:NFK,06/19/0354,4600073
developer-agreement,,,local-authority-eng:NFK,06/18/0707/O,4600074
developer-agreement,,,local-authority-eng:NFK,06/18/0582/F,4600075
developer-agreement,,,local-authority-eng:NFK,PO/18/1857,4600076
developer-agreement,,,local-authority-eng:NFK,06/19/0639/F,4600077
developer-agreement,,,local-authority-eng:NFK,3PL/2019/1183/F,4600078
developer-agreement,,,local-authority-eng:NFK,3PL/2019/0874/F,4600079
developer-agreement,,,local-authority-eng:NFK,3PL/2019/1056/O,4600080
developer-agreement,,,local-authority-eng:NFK,3PL/2018/1246/F,4600081
developer-agreement,,,local-authority-eng:NFK,9/1/16/1621,4600082
developer-agreement,,,local-authority-eng:NFK,9/5/18/0963,4600083
developer-agreement,,,local-authority-eng:NFK,9/5/17/0409,4600084
developer-agreement,,,local-authority-eng:NFK,9/7/18/2783,4600085
developer-agreement,,,local-authority-eng:NFK,9/5/17/1116,4600086
developer-agreement,,,local-authority-eng:NFK,9/5/17/2131,4600087
developer-agreement,,,local-authority-eng:NFK,9/3/15/0926,4600088
developer-agreement,,,local-authority-eng:NFK,9/2/16/0654,4600089
developer-agreement,,,local-authority-eng:NFK,9/4/20/0113,4600090
developer-agreement,,,local-authority-eng:NFK,9/7/17/2120,4600091
developer-agreement,,,local-authority-eng:NFK,9/1/17/1951,4600092
developer-agreement,,,local-authority-eng:NFK,9/7/16/0482,4600093
developer-agreement,,,local-authority-eng:NFK,9/1/16/0253,4600094
developer-agreement,,,local-authority-eng:NFK,9/5/18/2043,4600095
developer-agreement,,,local-authority-eng:NFK,9/3/15/0550,4600096
developer-agreement,,,local-authority-eng:NFK,9/3/16/1397,4600097
developer-agreement,,,local-authority-eng:NFK,9/1/17/1802,4600098
developer-agreement,,,local-authority-eng:NFK,9/3/14/0672,4600099
developer-agreement,,,local-authority-eng:NFK,9/5/20/0447,4600100
developer-agreement,,,local-authority-eng:NFK,9/2/16/0866,4600101
developer-agreement,,,local-authority-eng:NFK,9/5/17/1782,4600102
developer-agreement,,,local-authority-eng:NFK,9/7/18/0598,4600103
developer-agreement,,,local-authority-eng:NFK,9/7/16/2382,4600104
developer-agreement,,,local-authority-eng:NFK,9/2/16/0023,4600105
developer-agreement,,,local-authority-eng:NFK,9/3/18/0952,4600106
developer-agreement,,,local-authority-eng:NFK,9/3/17/0878,4600107
developer-agreement,,,local-authority-eng:NFK,9/7/19/0536,4600108
developer-agreement,,,local-authority-eng:NFK,9/4/18/0499,4600109
developer-agreement,,,local-authority-eng:COV,19880072-da,4600110
developer-agreement,,,local-authority-eng:COV,19911780-da,4600111
developer-agreement,,,local-authority-eng:COV,19950807-da,4600112
developer-agreement,,,local-authority-eng:COV,19971472-da,4600113
developer-agreement,,,local-authority-eng:COV,19981568-da,4600114
developer-agreement,,,local-authority-eng:COV,20000426-da,4600115
developer-agreement,,,local-authority-eng:COV,20001126-da,4600116
developer-agreement,,,local-authority-eng:COV,20001430-da,4600117
developer-agreement,,,local-authority-eng:COV,20001726-da,4600118
developer-agreement,,,local-authority-eng:COV,20022173-da,4600119
developer-agreement,,,local-authority-eng:COV,20022285-da,4600120
developer-agreement,,,local-authority-eng:COV,20030094-da,4600121
developer-agreement,,,local-authority-eng:COV,20031618-da,4600122
developer-agreement,,,local-authority-eng:COV,20032014-da,4600123
developer-agreement,,,local-authority-eng:COV,20032176-da,4600124
developer-agreement,,,local-authority-eng:COV,20041705-da,4600125
developer-agreement,,,local-authority-eng:COV,20042444-da,4600126
developer-agreement,,,local-authority-eng:COV,20042932-da,4600127
developer-agreement,,,local-authority-eng:COV,20050710-da,4600128
developer-agreement,,,local-authority-eng:COV,20051073-da,4600129
developer-agreement,,,local-authority-eng:COV,20052683-da,4600130
developer-agreement,,,local-authority-eng:COV,20057685-da,4600131
developer-agreement,,,local-authority-eng:COV,20060701-da,4600132
developer-agreement,,,local-authority-eng:COV,20060973-da,4600133
developer-agreement,,,local-authority-eng:COV,20061085-da,4600134
developer-agreement,,,local-authority-eng:COV,20061182-da,4600135
developer-agreement,,,local-authority-eng:COV,20061239-da,4600136
developer-agreement,,,local-authority-eng:COV,20061568-da,4600137
developer-agreement,,,local-authority-eng:COV,20061690-da,4600138
developer-agreement,,,local-authority-eng:COV,20061751-da,4600139
developer-agreement,,,local-authority-eng:COV,20061805-da,4600140
developer-agreement,,,local-authority-eng:COV,20062041-da,4600141
developer-agreement,,,local-authority-eng:COV,20062062-da,4600142
developer-agreement,,,local-authority-eng:COV,20062124-da,4600143
developer-agreement,,,local-authority-eng:COV,20062152-da,4600144
developer-agreement,,,local-authority-eng:COV,20062247-da,4600145
developer-agreement,,,local-authority-eng:COV,20062445-da,4600146
developer-agreement,,,local-authority-eng:COV,20062556-da,4600147
developer-agreement,,,local-authority-eng:COV,20070521-da,4600148
developer-agreement,,,local-authority-eng:COV,20070980-da,4600149
developer-agreement,,,local-authority-eng:COV,20071442-da,4600150
developer-agreement,,,local-authority-eng:COV,20072588-da,4600151
developer-agreement,,,local-authority-eng:COV,20080031-da,4600152
developer-agreement,,,local-authority-eng:COV,20080506-da,4600153
developer-agreement,,,local-authority-eng:COV,20080573-da,4600154
developer-agreement,,,local-authority-eng:COV,20081156-da,4600155
developer-agreement,,,local-authority-eng:COV,20081381-da,4600156
developer-agreement,,,local-authority-eng:COV,20081801-da,4600157
developer-agreement,,,local-authority-eng:COV,20082348-da,4600158
developer-agreement,,,local-authority-eng:COV,20090042-da,4600159
developer-agreement,,,local-authority-eng:COV,20090069-da,4600160
developer-agreement,,,local-authority-eng:COV,20090543-da,4600161
developer-agreement,,,local-authority-eng:COV,20090669-da,4600162
developer-agreement,,,local-authority-eng:COV,20091082-da,4600163
developer-agreement,,,local-authority-eng:COV,20091299-da,4600164
developer-agreement,,,local-authority-eng:COV,20091548-da,4600165
developer-agreement,,,local-authority-eng:COV,20091659-da,4600166
developer-agreement,,,local-authority-eng:COV,20091712-da,4600167
developer-agreement,,,local-authority-eng:COV,20100008-da,4600168
developer-agreement,,,local-authority-eng:COV,20100552-da,4600169
developer-agreement,,,local-authority-eng:COV,20100746-da,4600170
developer-agreement,,,local-authority-eng:COV,20100786-da,4600171
developer-agreement,,,local-authority-eng:COV,20100891-da,4600172
developer-agreement,,,local-authority-eng:COV,20101004-da,4600173
developer-agreement,,,local-authority-eng:COV,20101356-da,4600174
developer-agreement,,,local-authority-eng:COV,20101704-da,4600175
developer-agreement,,,local-authority-eng:COV,20101775-da,4600176
developer-agreement,,,local-authority-eng:COV,20101836-da,4600177
developer-agreement,,,local-authority-eng:COV,20101915-da,4600178
developer-agreement,,,local-authority-eng:COV,20101935-da,4600179
developer-agreement,,,local-authority-eng:COV,20101946-da,4600180
developer-agreement,,,local-authority-eng:COV,20102045-da,4600181
developer-agreement,,,local-authority-eng:COV,20110036-da,4600182
developer-agreement,,,local-authority-eng:COV,20110219-da,4600183
developer-agreement,,,local-authority-eng:COV,20110232-da,4600184
developer-agreement,,,local-authority-eng:COV,20110253-da,4600185
developer-agreement,,,local-authority-eng:COV,20110254-da,4600186
developer-agreement,,,local-authority-eng:COV,20110289-da,4600187
developer-agreement,,,local-authority-eng:COV,20110326-da,4600188
developer-agreement,,,local-authority-eng:COV,20110600-da,4600189
developer-agreement,,,local-authority-eng:COV,20110604-da,4600190
developer-agreement,,,local-authority-eng:COV,20110657-da,4600191
developer-agreement,,,local-authority-eng:COV,20110732-da,4600192
developer-agreement,,,local-authority-eng:COV,20110969-da,4600193
developer-agreement,,,local-authority-eng:COV,20111741-da,4600194
developer-agreement,,,local-authority-eng:COV,20111952-da,4600195
developer-agreement,,,local-authority-eng:COV,20112104-da,4600196
developer-agreement,,,local-authority-eng:COV,20112170-da,4600197
developer-agreement,,,local-authority-eng:COV,20112186-da,4600198
developer-agreement,,,local-authority-eng:COV,20112271-da,4600199
developer-agreement,,,local-authority-eng:COV,20112319-da,4600200
developer-agreement,,,local-authority-eng:COV,20120092-da,4600201
developer-agreement,,,local-authority-eng:COV,20120225-da,4600202
developer-agreement,,,local-authority-eng:COV,20120757-da,4600203
developer-agreement,,,local-authority-eng:COV,20120888-da,4600204
developer-agreement,,,local-authority-eng:COV,20121242-da,4600205
developer-agreement,,,local-authority-eng:COV,20121587-da,4600206
developer-agreement,,,local-authority-eng:COV,20121791-da,4600207
developer-agreement,,,local-authority-eng:COV,20122157-da,4600208
developer-agreement,,,local-authority-eng:COV,20122313-da,4600209
developer-agreement,,,local-authority-eng:COV,20122379-da,4600210
developer-agreement,,,local-authority-eng:COV,20130012-da,4600211
developer-agreement,,,local-authority-eng:COV,20130023-da,4600212
developer-agreement,,,local-authority-eng:COV,20130041-da,4600213
developer-agreement,,,local-authority-eng:COV,20130398-da,4600214
developer-agreement,,,local-authority-eng:COV,20130473-da,4600215
developer-agreement,,,local-authority-eng:COV,20130507-da,4600216
developer-agreement,,,local-authority-eng:COV,20130719-da,4600217
developer-agreement,,,local-authority-eng:COV,20131845-da,4600218
developer-agreement,,,local-authority-eng:COV,20131945-da,4600219
developer-agreement,,,local-authority-eng:COV,20131972-da,4600220
developer-agreement,,,local-authority-eng:COV,20132335-da,4600221
developer-agreement,,,local-authority-eng:COV,20132380-da,4600222
developer-agreement,,,local-authority-eng:COV,20132424-da,4600223
developer-agreement,,,local-authority-eng:COV,20132476-da,4600224
developer-agreement,,,local-authority-eng:COV,20132763-da,4600225
developer-agreement,,,local-authority-eng:COV,20140174-da,4600226
developer-agreement,,,local-authority-eng:COV,20140717-da,4600227
developer-agreement,,,local-authority-eng:COV,20140735-da,4600228
developer-agreement,,,local-authority-eng:COV,20140894-da,4600229
developer-agreement,,,local-authority-eng:COV,20141740-da,4600230
developer-agreement,,,local-authority-eng:COV,20142282-da,4600231
developer-agreement,,,local-authority-eng:COV,20142485-da,4600232
developer-agreement,,,local-authority-eng:COV,20142538-da,4600233
developer-agreement,,,local-authority-eng:COV,20142840-da,4600234
developer-agreement,,,local-authority-eng:COV,20143502-da,4600235
developer-agreement,,,local-authority-eng:COV,20143541-da,4600236
developer-agreement,,,local-authority-eng:COV,20143549-da,4600237
developer-agreement,,,local-authority-eng:COV,20144079-da,4600238
developer-agreement,,,local-authority-eng:COV,20150064-da,4600239
developer-agreement,,,local-authority-eng:COV,20150206-da,4600240
developer-agreement,,,local-authority-eng:COV,20150218-da,4600241
developer-agreement,,,local-authority-eng:COV,20150657-da,4600242
developer-agreement,,,local-authority-eng:COV,20152906-da,4600243
developer-agreement,,,local-authority-eng:COV,20154012-da,4600244
developer-agreement,,,local-authority-eng:COV,20160020-da,4600245
developer-agreement,,,local-authority-eng:COV,20160050-da,4600246
developer-agreement,,,local-authority-eng:COV,20160187-da,4600247
developer-agreement,,,local-authority-eng:COV,20160405-da,4600248
developer-agreement,,,local-authority-eng:COV,20160791-da,4600249
developer-agreement,,,local-authority-eng:COV,20160822-da,4600250
developer-agreement,,,local-authority-eng:COV,20161102-da,4600251
developer-agreement,,,local-authority-eng:COV,20161253-da,4600252
developer-agreement,,,local-authority-eng:COV,20161302-da,4600253
developer-agreement,,,local-authority-eng:COV,20161769-da,4600254
developer-agreement,,,local-authority-eng:COV,20161874-da,4600255
developer-agreement,,,local-authority-eng:COV,20162034-da,4600256
developer-agreement,,,local-authority-eng:COV,20162397-da,4600257
developer-agreement,,,local-authority-eng:COV,20162447-da,4600258
developer-agreement,,,local-authority-eng:COV,20162785-da,4600259
developer-agreement,,,local-authority-eng:COV,20162880-da,4600260
developer-agreement,,,local-authority-eng:COV,20162918-da,4600261
developer-agreement,,,local-authority-eng:COV,20170116-da,4600262
developer-agreement,,,local-authority-eng:COV,20170405-da,4600263
developer-agreement,,,local-authority-eng:COV,20170578-da,4600264
developer-agreement,,,local-authority-eng:COV,20170661-da,4600265
developer-agreement,,,local-authority-eng:COV,20170756-da,4600266
developer-agreement,,,local-authority-eng:COV,20171352-da,4600267
developer-agreement,,,local-authority-eng:COV,20171514-da,4600268
developer-agreement,,,local-authority-eng:COV,20171802-da,4600269
developer-agreement,,,local-authority-eng:COV,20172077-da,4600270
developer-agreement,,,local-authority-eng:COV,20172239-da,4600271
developer-agreement,,,local-authority-eng:COV,20172301-da,4600272
developer-agreement,,,local-authority-eng:COV,20172308-da,4600273
developer-agreement,,,local-authority-eng:COV,20172456-da,4600274
developer-agreement,,,local-authority-eng:COV,20172485-da,4600275
developer-agreement,,,local-authority-eng:COV,20172605-da,4600276
developer-agreement,,,local-authority-eng:COV,20172704-da,4600277
developer-agreement,,,local-authority-eng:COV,20172993-da,4600278
developer-agreement,,,local-authority-eng:COV,20173097-da,4600279
developer-agreement,,,local-authority-eng:COV,20180113-da,4600280
developer-agreement,,,local-authority-eng:COV,20180114-da,4600281
developer-agreement,,,local-authority-eng:COV,20180115-da,4600282
developer-agreement,,,local-authority-eng:COV,20180188-da,4600283
developer-agreement,,,local-authority-eng:COV,20180343-da,4600284
developer-agreement,,,local-authority-eng:COV,20180483-da,4600285
developer-agreement,,,local-authority-eng:COV,20180717-da,4600286
developer-agreement,,,local-authority-eng:COV,20180774-da,4600287
developer-agreement,,,local-authority-eng:COV,20180800-da,4600288
developer-agreement,,,local-authority-eng:COV,20181004-da,4600289
developer-agreement,,,local-authority-eng:COV,20181300-da,4600290
developer-agreement,,,local-authority-eng:COV,20181310-da,4600291
developer-agreement,,,local-authority-eng:COV,20181348-da,4600292
developer-agreement,,,local-authority-eng:COV,20181361-da,4600293
developer-agreement,,,local-authority-eng:COV,20181606-da,4600294
developer-agreement,,,local-authority-eng:COV,20181713-da,4600295
developer-agreement,,,local-authority-eng:COV,20182115-da,4600296
developer-agreement,,,local-authority-eng:COV,20182161-da,4600297
developer-agreement,,,local-authority-eng:COV,20182294-da,4600298
developer-agreement,,,local-authority-eng:COV,20182651-da,4600299
developer-agreement,,,local-authority-eng:COV,20182674-da,4600300
developer-agreement,,,local-authority-eng:COV,20182681-da,4600301
developer-agreement,,,local-authority-eng:COV,20183146-da,4600302
developer-agreement,,,local-authority-eng:COV,20183286-da,4600303
developer-agreement,,,local-authority-eng:COV,20190324-da,4600304
developer-agreement,,,local-authority-eng:COV,20190687-da,4600305
developer-agreement,,,local-authority-eng:COV,20191171-da,4600306
developer-agreement,,,local-authority-eng:COV,20191778-da,4600307
developer-agreement,,,local-authority-eng:COV,20192277-da,4600308
developer-agreement,,,local-authority-eng:COV,20192394-da,4600309
developer-agreement,,,local-authority-eng:COV,20192516-da,4600310
developer-agreement,,,local-authority-eng:COV,20192868-da,4600311
developer-agreement,,,local-authority-eng:COV,20193027-da,4600312
developer-agreement,,,local-authority-eng:IOW,P/00044/18-1,4600313
developer-agreement,,,local-authority-eng:IOW,P/00053/18-1,4600314
developer-agreement,,,local-authority-eng:IOW,P/00107/19-1,4600315
developer-agreement,,,local-authority-eng:IOW,P/00156/19-1,4600316
developer-agreement,,,local-authority-eng:IOW,P/00165/19-1,4600317
developer-agreement,,,local-authority-eng:IOW,P/00173/19-1,4600318
developer-agreement,,,local-authority-eng:IOW,P/00210/18-1,4600319
developer-agreement,,,local-authority-eng:IOW,P/00219/18-1,4600320
developer-agreement,,,local-authority-eng:IOW,P/00235/19-1,4600321
developer-agreement,,,local-authority-eng:IOW,P/00308/19-1,4600322
developer-agreement,,,local-authority-eng:IOW,P/00320/19-1,4600323
developer-agreement,,,local-authority-eng:IOW,P/00329/18-1,4600324
developer-agreement,,,local-authority-eng:IOW,P/00336/19-1,4600325
developer-agreement,,,local-authority-eng:IOW,P/00351/19-1,4600326
developer-agreement,,,local-authority-eng:IOW,P/00419/17-1,4600327
developer-agreement,,,local-authority-eng:IOW,P/00457/15-1,4600328
developer-agreement,,,local-authority-eng:IOW,P/00543/18-1,4600329
developer-agreement,,,local-authority-eng:IOW,P/00563/06-1,4600330
developer-agreement,,,local-authority-eng:IOW,P/00601/18-1,4600331
developer-agreement,,,local-authority-eng:IOW,P/00638/18-1,4600332
developer-agreement,,,local-authority-eng:IOW,P/00712/17-1,4600333
developer-agreement,,,local-authority-eng:IOW,P/00735/18-1,4600334
developer-agreement,,,local-authority-eng:IOW,P/00759/18-1,4600335
developer-agreement,,,local-authority-eng:IOW,P/00767/17-1,4600336
developer-agreement,,,local-authority-eng:IOW,P/00795/18-1,4600337
developer-agreement,,,local-authority-eng:IOW,P/00798/17-1,4600338
developer-agreement,,,local-authority-eng:IOW,P/00893/17-1,4600339
developer-agreement,,,local-authority-eng:IOW,P/00925/18-1,4600340
developer-agreement,,,local-authority-eng:IOW,P/00944/12-1,4600341
developer-agreement,,,local-authority-eng:IOW,P/00963/18-1,4600342
developer-agreement,,,local-authority-eng:IOW,P/00981/18-1,4600343
developer-agreement,,,local-authority-eng:IOW,P/01044/13-1,4600344
developer-agreement,,,local-authority-eng:IOW,P/01066/17-1,4600345
developer-agreement,,,local-authority-eng:IOW,P/01185/17-1,4600346
developer-agreement,,,local-authority-eng:IOW,P/01187/18-1,4600347
developer-agreement,,,local-authority-eng:IOW,P/01279/17-1,4600348
developer-agreement,,,local-authority-eng:IOW,P/01373/09-1,4600349
developer-agreement,,,local-authority-eng:IOW,P/01423/17-1,4600350
developer-agreement,,,local-authority-eng:IOW,P/01450/18-1,4600351
developer-agreement,,,local-authority-eng:IOW,P/01564/17-1,4600352
developer-agreement,,,local-authority-eng:IOW,P/01700/07-1,4600353
developer-agreement,,,local-authority-eng:IOW,P/01836/11-1,4600354
developer-agreement,,,local-authority-eng:IOW,P/01338/18-1,4600355
developer-agreement,,,local-authority-eng:IOW,P/00212/19-1,4600356
developer-agreement,,,local-authority-eng:IOW,P/00327/19-2,4600357
developer-agreement,,,local-authority-eng:IOW,P/00344/19-1,4600358
developer-agreement,,,local-authority-eng:IOW,P/00269/17-1,4600359
developer-agreement,,,local-authority-eng:IOW,P/00329/19-1,4600360
developer-agreement,,,local-authority-eng:IOW,P/00339/19-1,4600361
developer-agreement,,,local-authority-eng:IOW,19/00120/FUL-1,4600362
developer-agreement,,,local-authority-eng:IOW,19/00120/FUL-2,4600363
developer-agreement,,,local-authority-eng:IOW,P/00213/19-1,4600364
developer-agreement,,,local-authority-eng:IOW,P/00321/19-1,4600365
developer-agreement,,,local-authority-eng:IOW,P/00343/19-1,4600366
developer-agreement,,,local-authority-eng:IOW,P/00349/19-1,4600367
developer-agreement,,,local-authority-eng:IOW,19/00146/FUL-1,4600368
developer-agreement,,,local-authority-eng:IOW,P/00046/19-1,4600369
developer-agreement,,,local-authority-eng:IOW,19/00291/FUL-1,4600370
developer-agreement,,,local-authority-eng:IOW,19/00212/RVC-1,4600371
developer-agreement,,,local-authority-eng:IOW,19/00811/FUL-1,4600372
developer-agreement,,,local-authority-eng:IOW,19/00174/FUL-1,4600373
developer-agreement,,,local-authority-eng:IOW,19/00014/FUL-1,4600374
developer-agreement,,,local-authority-eng:IOW,19/00443/FUL-1,4600375
developer-agreement,,,local-authority-eng:IOW,P/00276/19-1,4600376
developer-agreement,,,local-authority-eng:IOW,P/01573/17-1,4600377
developer-agreement,,,local-authority-eng:IOW,P/00886/18-1,4600378
developer-agreement,,,local-authority-eng:IOW,P/01141/15-1,4600379
developer-agreement,,,local-authority-eng:IOW,19/00304/FUL-1,4600380
developer-agreement,,,local-authority-eng:IOW,19/00200/FUL-1,4600381
developer-agreement,,,local-authority-eng:IOW,19/00068/HOU-1,4600382
developer-agreement,,,local-authority-eng:IOW,P/00746/17-1,4600383
developer-agreement,,,local-authority-eng:IOW,P/01218/16-1,4600384
developer-agreement,,,local-authority-eng:IOW,19/00149/RVC-1,4600385
developer-agreement,,,local-authority-eng:IOW,19/00272/FUL-1,4600386
developer-agreement,,,local-authority-eng:IOW,P/01128/17-1,4600387
developer-agreement,,,local-authority-eng:IOW,P/00347/19-1,4600388
developer-agreement,,,local-authority-eng:IOW,19/00442/HOU-1,4600389
developer-agreement,,,local-authority-eng:IOW,P/00274/19-1,4600390
developer-agreement,,,local-authority-eng:IOW,19/00729/HOU-1,4600391
developer-agreement,,,local-authority-eng:IOW,P/00354/18-1,4600392
developer-agreement,,,local-authority-eng:IOW,P/00402/18-1,4600393
developer-agreement,,,local-authority-eng:IOW,19/00002/RVC-1,4600394
developer-agreement,,,local-authority-eng:IOW,19/00602/FUL-1,4600395
developer-agreement,,,local-authority-eng:IOW,19/00690/FUL-1,4600396
developer-agreement,,,local-authority-eng:IOW,19/00926/HOU-1,4600397
developer-agreement,,,local-authority-eng:IOW,19/00683/FUL-1,4600398
developer-agreement,,,local-authority-eng:IOW,19/00648/FUL-1,4600399
developer-agreement,,,local-authority-eng:IOW,19/00773/FUL-1,4600400
developer-agreement,,,local-authority-eng:IOW,19/00616/FUL-1,4600401
developer-agreement,,,local-authority-eng:IOW,19/00963/FUL-1,4600402
developer-agreement,,,local-authority-eng:IOW,19/00794/FUL-1,4600403
developer-agreement,,,local-authority-eng:IOW,19/00867/FUL-1,4600404
developer-agreement,,,local-authority-eng:IOW,19/01138/FUL-1,4600405
developer-agreement,,,local-authority-eng:IOW,19/00065/FUL-1,4600406
developer-agreement,,,local-authority-eng:IOW,19/00708/FUL-1,4600407
developer-agreement,,,local-authority-eng:IOW,19/00382/FUL-1,4600408
developer-agreement,,,local-authority-eng:IOW,19/01139/FUL-1,4600409
developer-agreement,,,local-authority-eng:IOW,19/01142/FUL-1,4600410
